"title","location","rent_per_month","rooms","area_sq_m","czynsz","url"
"Do wynajęcia Mieszkanie ul Lwowska","Krzyki","2550","1","30","+ czynsz: poszukaj w opisie","/pl/oferta/do-wynajecia-mieszkanie-ul-lwowska-ID4kjA6"
"WOJACZKA RESIDENCE 2pok, HIstandard, klima, balkon","dolnośląskie","2700","2","45","+ czynsz: 1 zł/miesiąc","/pl/oferta/wojaczka-residence-2pok-histandard-klima-balkon-ID4krNo"
"Sky Tower / Jantarowa / komfort","Krzyki","2950","3","46","+ czynsz: 750 zł/miesiąc","/pl/oferta/sky-tower-jantarowa-komfort-ID47dc2"
"Nowe mieszkanie 47m2 na Jagodnie z garażem w cenie","Krzyki","3000","2","47","+ czynsz: 660 zł/miesiąc","/pl/oferta/nowe-mieszkanie-47m2-na-jagodnie-z-garazem-w-cenie-ID4ko9u"
"2 pokojowe - centrum, garaż - nowo wykończone!","Stare Miasto","2900","2","34","+ czynsz: 570 zł/miesiąc","/pl/oferta/2-pokojowe-centrum-garaz-nowo-wykonczone-ID4g2Ro"
"Nowe mieszkanie do wynajęcia","Krzyki","3200","3","49","+ czynsz: 600 zł/miesiąc","/pl/oferta/nowe-mieszkanie-do-wynajecia-ID48Tng"
"Piękne mieszkanie|3 pokoje|ciche osiedle|Zwycięska","Krzyki","4000","3","60","+ czynsz: 650 zł/miesiąc","/pl/oferta/piekne-mieszkanie-3-pokoje-ciche-osiedle-zwycieska-ID4kJ4M"
"* 2 pokoje*rozkład*Krzyki*ul.Piękna*nowy budynek*","Krzyki","2800","2","54","+ czynsz: 620 zł/miesiąc","/pl/oferta/2-pokojerozkladkrzykiul-pieknanowy-budynek-ID4kJ4I"
"Stare Miasto! ŁACIARSKA! Media miejskie!","Stare Miasto","2000","1","26","+ czynsz: 530 zł/miesiąc","/pl/oferta/stare-miasto-laciarska-media-miejskie-ID4ksAl"
"PORT POPOWICE nowe klima garaż komórka lokatorska","Fabryczna","4000","3","54","+ czynsz: 800 zł/miesiąc","/pl/oferta/port-popowice-nowe-klima-garaz-komorka-lokatorska-ID4ksAb"
"Wynajme mieszknie Wrocław Muchobór wielki","Fabryczna","5500","4","80.5","+ czynsz: poszukaj w opisie","/pl/oferta/wynajme-mieszknie-wroclaw-muchobor-wielki-ID4iQDD"
"Nad Odrą, w zieleni i ciszy, 2 pok. blisko centrum","Śródmieście","2650","2","50","+ czynsz: 1030 zł/miesiąc","/pl/oferta/nad-odra-w-zieleni-i-ciszy-2-pok-blisko-centrum-ID4kJ4b"
"Mieszkanie klimatyzowane 80 m2 w nowym domu","Psie Pole","4500","3","81","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-klimatyzowane-80-m2-w-nowym-domu-ID4hD3q"
"Mieszkanie, 72,24 m², Wrocław","Krzyki","3500","3","72.24","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-72-24-m-wroclaw-ID4kJ3O"
"Parter willi na Biskupinie z tarasem i ogrodem","Śródmieście","5500","4","106","+ czynsz: poszukaj w opisie","/pl/oferta/parter-willi-na-biskupinie-z-tarasem-i-ogrodem-ID4kykM"
"Kawalerka Kępa | Wynajmij na 6-12 miesięcy","Nadodrze","2680","1","26.7","+ czynsz: 240 zł/miesiąc","/pl/oferta/kawalerka-kepa-wynajmij-na-6-12-miesiecy-ID4kG6a"
"Wynajmę mieszkanie dwupokojowe w centrum Wrocławia","Krzyki","3000","2","48","+ czynsz: 390 zł/miesiąc","/pl/oferta/wynajme-mieszkanie-dwupokojowe-w-centrum-wroclawia-ID3XPbe"
"-50%!! KOMFORT I CISZA w CENTRUM, 3 pokoje +kuchni","Fabryczna","3950","3","56","+ czynsz: 650 zł/miesiąc","/pl/oferta/50-komfort-i-cisza-w-centrum-3-pokoje-kuchni-ID4a4NE"
"2pok 48m2 | ul. Jutrzenki | Klima | Garaż | Balkon","Krzyki","2950","2","48","+ czynsz: 720 zł/miesiąc","/pl/oferta/2pok-48m2-ul-jutrzenki-klima-garaz-balkon-ID4kJ3k"
"Mieszkanie dwupokojowe 36m2 z aneksem kuchennym","Krzyki","2150","2","36","+ czynsz: 550 zł/miesiąc","/pl/oferta/mieszkanie-dwupokojowe-36m2-z-aneksem-kuchennym-ID4jx6x"
"Apartament Sołtysowicka DOSTĘPNE OD ZARAZ !","Psie Pole","2500","2","42","+ czynsz: 400 zł/miesiąc","/pl/oferta/apartament-soltysowicka-dostepne-od-zaraz-ID4iGQ2"
"Grabiszyńska/2 osobne pokoje z kuchnią/Od zaraz","Fabryczna","2500","2","48","+ czynsz: 800 zł/miesiąc","/pl/oferta/grabiszynska-2-osobne-pokoje-z-kuchnia-od-zaraz-ID4kzf7"
"Pierwszy najem-blisko Pl Grunwaldzkiego-od zaraz","Śródmieście","2800","1","29.62","+ czynsz: poszukaj w opisie","/pl/oferta/pierwszy-najem-blisko-pl-grunwaldzkiego-od-zaraz-ID4kvxw"
"2 pokoje / Balkon / Ciche / ul. Pereca","Fabryczna","2300","2","37","+ czynsz: 530 zł/miesiąc","/pl/oferta/2-pokoje-balkon-ciche-ul-pereca-ID4kJ2P"
"3-rooms apartment with garage for rent (Klecina)","Krzyki","3400","3","60.37","+ czynsz: 550 zł/miesiąc","/pl/oferta/3-rooms-apartment-with-garage-for-rent-klecina-ID4kDTG"
"Apartament PREMIUM obok Sky Tower z super widokiem","Krzyki","5000","3","65","+ czynsz: 749 zł/miesiąc","/pl/oferta/apartament-premium-obok-sky-tower-z-super-widokiem-ID4ky6v"
"3 pok zoddzielną kuchnią, 62 m2, 1 piętro, Balkon","Krzyki","2800","3","62","+ czynsz: 800 zł/miesiąc","/pl/oferta/3-pok-zoddzielna-kuchnia-62-m2-1-pietro-balkon-ID4kJ1b"
"Komfortowa kawalerka z balkonem, plac Grunwaldzki","Śródmieście","2300","1","35","+ czynsz: 290 zł/miesiąc","/pl/oferta/komfortowa-kawalerka-z-balkonem-plac-grunwaldzki-ID47SOK"
"ul. Grabiszyńka/Ostrowskiego","Fabryczna","1800","1","22","+ czynsz: 400 zł/miesiąc","/pl/oferta/ul-grabiszynka-ostrowskiego-ID4kJ01"
"Mieszkanie z ogródkiem Muchobór Wielki","Fabryczna","2900","2","48","+ czynsz: 450 zł/miesiąc","/pl/oferta/mieszkanie-z-ogrodkiem-muchobor-wielki-ID4kzE7"
"Mieszanie 67m2 Plac Grunwaldzki Wrocław","Śródmieście","3500","2","67","+ czynsz: poszukaj w opisie","/pl/oferta/mieszanie-67m2-plac-grunwaldzki-wroclaw-ID4kzhb"
"Mieszkanie, garaż, ogródek - 170 m2","Krzyki","3500","2","41.88","+ czynsz: 500 zł/miesiąc","/pl/oferta/mieszkanie-garaz-ogrodek-170-m2-ID4f2RX"
"2-poziomowe, 77m2, wysoki standard","Krzyki","4000","3","77","+ czynsz: 700 zł/miesiąc","/pl/oferta/2-poziomowe-77m2-wysoki-standard-ID4i4df"
"Apartament Ogrody Hallera - KRZYKI, 2 pokoje, nowe","Krzyki","4300","2","50","+ czynsz: 450 zł/miesiąc","/pl/oferta/apartament-ogrody-hallera-krzyki-2-pokoje-nowe-ID43w49"
"Mieszkanie 2 pokojowe Stabłowice 63m2","Fabryczna","2300","2","63","+ czynsz: 300 zł/miesiąc","/pl/oferta/mieszkanie-2-pokojowe-stablowice-63m2-ID42KMZ"
"Miejsce postojowe GARAŻ PODZIEMNY Braniborska 10","Stare Miasto","2400","1","11","+ czynsz: poszukaj w opisie","/pl/oferta/miejsce-postojowe-garaz-podziemny-braniborska-10-ID4kDPO"
"0% Prowizji Loft garaż/komórka Browary Wrocłwskie","Śródmieście","3500","2","40","+ czynsz: poszukaj w opisie","/pl/oferta/0-prowizji-loft-garaz-komorka-browary-wroclwskie-ID4jPcI"
"Okazja/Kawalerka 32m2-ul. Wronia","dolnośląskie","2300","1","32","+ czynsz: poszukaj w opisie","/pl/oferta/okazja-kawalerka-32m2-ul-wronia-ID4kIYI"
"Wyjątkowe mieszkanie - Grabiszynek","Fabryczna","3500","2","42","+ czynsz: 480 zł/miesiąc","/pl/oferta/wyjatkowe-mieszkanie-grabiszynek-ID4g6uf"
"3 pokoje | Nowe budownictwo | Balkon | Centrum","Psie Pole","4080","3","52","+ czynsz: poszukaj w opisie","/pl/oferta/3-pokoje-nowe-budownictwo-balkon-centrum-ID4kDoh"
"Kawalerka | Nowe budownictwo | Centrum","Psie Pole","2160","1","17.55","+ czynsz: poszukaj w opisie","/pl/oferta/kawalerka-nowe-budownictwo-centrum-ID4kFhW"
"2 pokoje | Nowe budownictwo | Balkon | Centrum","Psie Pole","3250","2","39","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokoje-nowe-budownictwo-balkon-centrum-ID4kFkH"
"Przytulne mieszkanie w doskonałej lokalizacji","Śródmieście","2700","3","43","+ czynsz: poszukaj w opisie","/pl/oferta/przytulne-mieszkanie-w-doskonalej-lokalizacji-ID3i37M"
"APARTAMENT 2 pokoje,45m,Litomska/Stare Miasto","Stare Miasto","3300","2","45","+ czynsz: 500 zł/miesiąc","/pl/oferta/apartament-2-pokoje-45m-litomska-stare-miasto-ID4kIWQ"
"WHITE - Mieszkanie 43m2 na Jagodno, Wrocław - NOWE","Krzyki","3100","2","42.14","+ czynsz: 400 zł/miesiąc","/pl/oferta/white-mieszkanie-43m2-na-jagodno-wroclaw-nowe-ID4kzzz"
"OKAZJA_53mkw_2 pokoje_m.postojwe_ok.BOROWSKIEJ","Krzyki","2500","2","53","+ czynsz: 350 zł/miesiąc","/pl/oferta/okazja-53mkw-2-pokoje-m-postojwe-ok-borowskiej-ID4eWNX"
"#WidokNaOdrę#Taras#Garaż##Wyposażone#OLIMPIA PORT#","Śródmieście","4500","3","72","+ czynsz: 720 zł/miesiąc","/pl/oferta/widoknaodre-taras-garaz-wyposazone-olimpia-port-ID4kIWn"
"Ładne mieszkanie 49m, 2 pokoje osobna kuchnia","Fabryczna","2500","2","49","+ czynsz: poszukaj w opisie","/pl/oferta/ladne-mieszkanie-49m-2-pokoje-osobna-kuchnia-ID4kIWg"
"Mieszkanie 2pokoke wysoki standard","Krzyki","2700","2","50","+ czynsz: 320 zł/miesiąc","/pl/oferta/mieszkanie-2pokoke-wysoki-standard-ID43DsN"
"Popowice, Ul. Popowicka,2-Pok. 40,5m2,IIIp.,Balkon","Fabryczna","2400","2","40.5","+ czynsz: 600 zł/miesiąc","/pl/oferta/popowice-ul-popowicka-2-pok-40-5m2-iiip-balkon-ID4kIUE"
"Przytulne, dwupokojowe mieszkanie na Jagodnie","Krzyki","2700","2","41","+ czynsz: 500 zł/miesiąc","/pl/oferta/przytulne-dwupokojowe-mieszkanie-na-jagodnie-ID4knXV"
"0% prowizji | Stare Miasto | Kościuszki | garaż","Stare Miasto","2300","2","32.8","+ czynsz: poszukaj w opisie","/pl/oferta/0-prowizji-stare-miasto-kosciuszki-garaz-ID4kIUi"
"Komfortowe mieszkanie przy CH Astra","Fabryczna","4000","3","64","+ czynsz: 1200 zł/miesiąc","/pl/oferta/komfortowe-mieszkanie-przy-ch-astra-ID4hjDK"
"Mieszkanie dwupokojowe 39m2 z aneksem kuchennym","Krzyki","2300","2","39","+ czynsz: 600 zł/miesiąc","/pl/oferta/mieszkanie-dwupokojowe-39m2-z-aneksem-kuchennym-ID4jAWY"
"Ekskluzywny Loft w Centrum. Pierwszy Najem!","Krzyki","2990","2","39.29","+ czynsz: 830 zł/miesiąc","/pl/oferta/ekskluzywny-loft-w-centrum-pierwszy-najem-ID4jPL6"
"Penthouse 102 m2 z miejscem postojowym ul. Sowia","Krzyki","7500","2","102","+ czynsz: 1200 zł/miesiąc","/pl/oferta/penthouse-102-m2-z-miejscem-postojowym-ul-sowia-ID3zsbW"
"Centrum, ul. Gwiaździsta, 40m2, garaż, od 20.03.23","Krzyki","2300","2","40","+ czynsz: 600 zł/miesiąc","/pl/oferta/centrum-ul-gwiazdzista-40m2-garaz-od-20-03-23-ID4kISu"
"od 01.04.2023- os.Akademickie, TARAS, wyposażone,","Śródmieście","2500","1","40","+ czynsz: 450 zł/miesiąc","/pl/oferta/od-01-04-2023-os-akademickie-taras-wyposazone-ID4kISo"
"Wysoki Standard | Balkon | Parking podziemny","Fabryczna","2700","2","36.5","+ czynsz: poszukaj w opisie","/pl/oferta/wysoki-standard-balkon-parking-podziemny-ID4kISa"
"Nowe 2 pokoje z oddzielną kuchnią Dożynkowa","Krzyki","2800","2","45","+ czynsz: 520 zł/miesiąc","/pl/oferta/nowe-2-pokoje-z-oddzielna-kuchnia-dozynkowa-ID4jZEl"
"☆ 3 pokojowy loft na Browarach Wrocławskich☆","Śródmieście","5300","3","77","+ czynsz: 807 zł/miesiąc","/pl/oferta/3-pokojowy-loft-na-browarach-wroclawskich-ID4kmRa"
"3 pokoje / Odra Tower / m.postojowe / Prywatnie","Stare Miasto","3900","3","60","+ czynsz: 920 zł/miesiąc","/pl/oferta/3-pokoje-odra-tower-m-postojowe-prywatnie-ID4kIRB"
"Nowoczesne 2-pokojowe z balkonem","Psie Pole","2500","2","45","+ czynsz: poszukaj w opisie","/pl/oferta/nowoczesne-2-pokojowe-z-balkonem-ID4eGfm"
"Komfortowa kawalerka w Apartamenty Strzegomska","Fabryczna","2200","1","32","+ czynsz: 450 zł/miesiąc","/pl/oferta/komfortowa-kawalerka-w-apartamenty-strzegomska-ID4kDQU"
"Wrocław-Krzyki-4 rooms - Apartment at Oltaszyn","Krzyki","7500","4","125","+ czynsz: 900 zł/miesiąc","/pl/oferta/wroclaw-krzyki-4-rooms-apartment-at-oltaszyn-ID4jBH4"
"Kawalerka w wysokim standardzie. Angel City!","Krzyki","3100","1","33","+ czynsz: 1100 zł/miesiąc","/pl/oferta/kawalerka-w-wysokim-standardzie-angel-city-ID4kIR7"
"No commission! NEW Studio with AC Wrocław Centrum!","Stare Miasto","2100","1","19.04","+ czynsz: 209 zł/miesiąc","/pl/oferta/no-commission-new-studio-with-ac-wroclaw-centrum-ID4kAfr"
"Mieszkania 2-pokojowe + Internet / Plac Grunwaldzk","Śródmieście","2400","2","30","+ czynsz: 600 zł/miesiąc","/pl/oferta/mieszkania-2-pokojowe-internet-plac-grunwaldzk-ID4kvI8"
"3 pok 87m2, piękna kamienica, 2 balkony - Huby","Krzyki","4300","3","87.75","+ czynsz: 560 zł/miesiąc","/pl/oferta/3-pok-87m2-piekna-kamienica-2-balkony-huby-ID4kvlI"
"Na wynajem 2 pokoje, Angel City, parking, SPA&GYM","Śródmieście","4200","2","43","+ czynsz: 1000 zł/miesiąc","/pl/oferta/na-wynajem-2-pokoje-angel-city-parking-spa-gym-ID4hSWo"
"3 pok 76m2 Krzyki Pretficza + miejsce postojowe","Krzyki","5000","3","76.04","+ czynsz: 800 zł/miesiąc","/pl/oferta/3-pok-76m2-krzyki-pretficza-miejsce-postojowe-ID4fSRx"
"Nietuzinkowy loft 2 pok. 40m2 w Browarach Wrocł.","Śródmieście","4000","2","40","+ czynsz: 820 zł/miesiąc","/pl/oferta/nietuzinkowy-loft-2-pok-40m2-w-browarach-wrocl-ID4kIPO"
"Unikatowy loft 3 pok. 60m2 w Browarach Wrocł.","Śródmieście","5000","3","60","+ czynsz: 820 zł/miesiąc","/pl/oferta/unikatowy-loft-3-pok-60m2-w-browarach-wrocl-ID4kIPK"
"Olimpia Port . Wygodne miejsce do życia.","Psie Pole","2900","3","50.15","+ czynsz: 600 zł/miesiąc","/pl/oferta/olimpia-port-wygodne-miejsce-do-zycia-ID4gp4Y"
"Mieszkanie 2 pok balkon miejsce postojowe","Psie Pole","2950","2","48","+ czynsz: 700 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-balkon-miejsce-postojowe-ID4kqAd"
"Wynajem 3 pokojowe mieszkanie Wrocław Fabryczna","Fabryczna","2800","3","58","+ czynsz: 850 zł/miesiąc","/pl/oferta/wynajem-3-pokojowe-mieszkanie-wroclaw-fabryczna-ID4kuSI"
"Wrocław Sołtysowice 2 pok winda balkon","Psie Pole","2500","2","39","+ czynsz: 450 zł/miesiąc","/pl/oferta/wroclaw-soltysowice-2-pok-winda-balkon-ID4kD96"
"Wrocław 2 pokoje, 2 tarasy, cisza i spokój","Psie Pole","2500","2","53","+ czynsz: 460 zł/miesiąc","/pl/oferta/wroclaw-2-pokoje-2-tarasy-cisza-i-spokoj-ID4kENA"
"Wrocław, Nowa kawalerka ul.Strachocińska EN, UA","Psie Pole","1999","1","30","+ czynsz: 350 zł/miesiąc","/pl/oferta/wroclaw-nowa-kawalerka-ul-strachocinska-en-ua-ID4kzpm"
"LUX 2 pokoje, mp , Zmywarka, tramwaj, Dozynkowa 8","Krzyki","2700","2","36","+ czynsz: poszukaj w opisie","/pl/oferta/lux-2-pokoje-mp-zmywarka-tramwaj-dozynkowa-8-ID49eNd"
"Kawalerka z oddzielną kuchnią - Kępa Mieszczańska","Stare Miasto","2300","1","32","+ czynsz: 500 zł/miesiąc","/pl/oferta/kawalerka-z-oddzielna-kuchnia-kepa-mieszczanska-ID4kIN4"
"2 pok/Centrum/Sky Tower od zaraz","Krzyki","3900","2","49","+ czynsz: 1000 zł/miesiąc","/pl/oferta/2-pok-centrum-sky-tower-od-zaraz-ID4kGYg"
"Promenady Wrocławskie, Centrum, Nowe Osiedle","Śródmieście","2500","2","40.15","+ czynsz: poszukaj w opisie","/pl/oferta/promenady-wroclawskie-centrum-nowe-osiedle-ID46o9U"
"Znalazłeś! 2 niezależne pokoje/ Po remoncie /Kozia","Fabryczna","2500","2","48.5","+ czynsz: 650 zł/miesiąc","/pl/oferta/znalazles-2-niezalezne-pokoje-po-remoncie-kozia-ID4kFcH"
"Rynek Ratusz Luksusowy apartament 2 pokoje 45m2","Rynek","4400","2","45","+ czynsz: 800 zł/miesiąc","/pl/oferta/rynek-ratusz-luksusowy-apartament-2-pokoje-45m2-ID4kxRH"
"Kamieńskiego + pok. otwarty NOWE + M. Parkingowe","Psie Pole","2200","1","36","+ czynsz: 480 zł/miesiąc","/pl/oferta/kamienskiego-pok-otwarty-nowe-m-parkingowe-ID4kw0t"
"Planty Racławickie 2-pokoje - brak Prowizji","dolnośląskie","3200","2","48.12","+ czynsz: 800 zł/miesiąc","/pl/oferta/planty-raclawickie-2-pokoje-brak-prowizji-ID4ku1T"
"ul.Drabika_Jagodno_Taras_Balkon_Nowe","Krzyki","3500","2","46.24","+ czynsz: 400 zł/miesiąc","/pl/oferta/ul-drabika-jagodno-taras-balkon-nowe-ID4kIL6"
"Nowoczesne, 2 pokojowe rozkładowe, Klimatyzacja!","Krzyki","2950","2","54","+ czynsz: 450 zł/miesiąc","/pl/oferta/nowoczesne-2-pokojowe-rozkladowe-klimatyzacja-ID4kIL4"
"Nowe,50m,2pok,Pradzynskiego,bez posrednikow","Krzyki","3400","2","50","+ czynsz: 800 zł/miesiąc","/pl/oferta/nowe-50m-2pok-pradzynskiego-bez-posrednikow-ID46uhm"
"Apartament Ogrody Hallera","Fabryczna","2900","2","52","+ czynsz: 600 zł/miesiąc","/pl/oferta/apartament-ogrody-hallera-ID4kEKZ"
"trzypokojowe mieszkanie Wrocław Gałaczyńskiego 37","Krzyki","3700","3","59.5","+ czynsz: 500 zł/miesiąc","/pl/oferta/trzypokojowe-mieszkanie-wroclaw-galaczynskiego-37-ID4ku0g"
"Wynajem. Mieszkanie 2 pokojowe ul. Buforowa","Krzyki","2900","2","49","+ czynsz: 500 zł/miesiąc","/pl/oferta/wynajem-mieszkanie-2-pokojowe-ul-buforowa-ID4ke5H"
"Nowe-43m2 , 2-pokoje, ul.Miedziana 40, Wrocław","dolnośląskie","2700","2","43","+ czynsz: 600 zł/miesiąc","/pl/oferta/nowe-43m2-2-pokoje-ul-miedziana-40-wroclaw-ID4kD8c"
"3 pok | Dwupoziomowe | Na Krzykach | Wis / Atut","Krzyki","5000","3","104","+ czynsz: poszukaj w opisie","/pl/oferta/3-pok-dwupoziomowe-na-krzykach-wis-atut-ID4kIJT"
"Sienkiewicza Wrocław 3 pokoje","Śródmieście","3000","3","46","+ czynsz: 600 zł/miesiąc","/pl/oferta/sienkiewicza-wroclaw-3-pokoje-ID4kIJE"
"Nowoczesne mieszkanie w nowym domu.","Krzyki","3700","3","50","+ czynsz: 500 zł/miesiąc","/pl/oferta/nowoczesne-mieszkanie-w-nowym-domu-ID4kIGn"
"Mieszkanie 3p/ Przy Parku Grabiszyńskim/ szkoła At","Fabryczna","3500","3","72","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-3p-przy-parku-grabiszynskim-szkola-at-ID4jvKV"
"4 - pokojowe mieszkanie blisko Centrum - Magnolia","Fabryczna","4000","4","65","+ czynsz: 1100 zł/miesiąc","/pl/oferta/4-pokojowe-mieszkanie-blisko-centrum-magnolia-ID4kIGD"
"3-pokojowe mieszkanie w kamienicy na wynajem","Nadodrze","3700","3","60","+ czynsz: 300 zł/miesiąc","/pl/oferta/3-pokojowe-mieszkanie-w-kamienicy-na-wynajem-ID4kIGg"
"kawalerka na wynajem","Krzyki","2500","1","32.35","+ czynsz: 770 zł/miesiąc","/pl/oferta/kawalerka-na-wynajem-ID4kIEL"
"Piękna kawalerka - Mała Toskania. Duży balkon!","Krzyki","1850","1","33","+ czynsz: 460 zł/miesiąc","/pl/oferta/piekna-kawalerka-mala-toskania-duzy-balkon-ID4kIF9"
"Wyjątkowe mieszkanie w świetnej lokalizacji","Krzyki","3000","2","57","+ czynsz: 700 zł/miesiąc","/pl/oferta/wyjatkowe-mieszkanie-w-swietnej-lokalizacji-ID4kIF8"
"nowe – Białowieska 120/52 - bez pośredników","Fabryczna","3145","2","48.97","+ czynsz: 441 zł/miesiąc","/pl/oferta/nowe-bialowieska-120-52-bez-posrednikow-ID4kIES"
"Nowoczesne Klimatyzacja Wysoki standard Garaż","Krzyki","3100","2","48.5","+ czynsz: 535 zł/miesiąc","/pl/oferta/nowoczesne-klimatyzacja-wysoki-standard-garaz-ID4kyNL"
"Rynek 10 minut spacerem, recepcja, garaż podziemny","Stare Miasto","3950","3","64.33","+ czynsz: 800 zł/miesiąc","/pl/oferta/rynek-10-minut-spacerem-recepcja-garaz-podziemny-ID4kroE"
"Nowe ekskluzywne | Centrum | Spa & Fitness | Ogród","Krzyki","4900","2","43","+ czynsz: 950 zł/miesiąc","/pl/oferta/nowe-ekskluzywne-centrum-spa-fitness-ogrod-ID4iHn6"
"Kawalerka z antresolą ul. Witolda 32 m kw","Rynek","2600","1","32","+ czynsz: 580 zł/miesiąc","/pl/oferta/kawalerka-z-antresola-ul-witolda-32-m-kw-ID4kIAx"
"Apartament - mieszkanie - kawalerka Wrocław","Fabryczna","3000","1","40","+ czynsz: 600 zł/miesiąc","/pl/oferta/apartament-mieszkanie-kawalerka-wroclaw-ID41gGl"
"luksusowy apartament w zieleni w centrum","Krzyki","4500","3","104","+ czynsz: 1650 zł/miesiąc","/pl/oferta/luksusowy-apartament-w-zieleni-w-centrum-ID43Ojg"
"Krzyki - 2 osobne pokoje, kuchnia z oknem","Krzyki","2400","2","43.7","+ czynsz: 450 zł/miesiąc","/pl/oferta/krzyki-2-osobne-pokoje-kuchnia-z-oknem-ID4ktUl"
"Wysoki standard / mieszkanie 90m / ogród / parking","Psie Pole","4000","3","90","+ czynsz: 1000 zł/miesiąc","/pl/oferta/wysoki-standard-mieszkanie-90m-ogrod-parking-ID4dH8v"
"Komfortowe 2 pok., balkon, blisko PARKU!","Krzyki","2800","2","37","+ czynsz: 380 zł/miesiąc","/pl/oferta/komfortowe-2-pok-balkon-blisko-parku-ID4kIzw"
"Przestronne mieszkanie z antresolą i balkonem","Krzyki","3200","3","82","+ czynsz: 900 zł/miesiąc","/pl/oferta/przestronne-mieszkanie-z-antresola-i-balkonem-ID4kCAL"
"nowe – Kopycińskiego 9/17a - bez pośredników","Krzyki","2465","2","45.92","+ czynsz: 390 zł/miesiąc","/pl/oferta/nowe-kopycinskiego-9-17a-bez-posrednikow-ID4kIyL"
"Kawalerka z balkonem blisko centrum, od zaraz","Krzyki","1800","1","30","+ czynsz: 510 zł/miesiąc","/pl/oferta/kawalerka-z-balkonem-blisko-centrum-od-zaraz-ID4kIyo"
"jasne 3 pok., duży salon, balkon jak taras, garaż","Krzyki","2990","3","59","+ czynsz: 1105 zł/miesiąc","/pl/oferta/jasne-3-pok-duzy-salon-balkon-jak-taras-garaz-ID4fcRB"
"3pok 56m2 na zielonym Biskupinie","Śródmieście","3000","3","56","+ czynsz: 660 zł/miesiąc","/pl/oferta/3pok-56m2-na-zielonym-biskupinie-ID4kIye"
"Komfortowe mieszkanie*2pokoje*Arbuzowa*Stabłowice","Fabryczna","2400","2","45","+ czynsz: 450 zł/miesiąc","/pl/oferta/komfortowe-mieszkanie2pokojearbuzowastablowice-ID4kIxX"
"Mieszkanie 2-pok. | Balkon | Garaż | River Point","Śródmieście","2900","2","55","+ czynsz: 750 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-balkon-garaz-river-point-ID40W6A"
"Mieszkanie 4-pok + kuchnia | Rozkład | Legnicka","Fabryczna","2800","4","65","+ czynsz: 950 zł/miesiąc","/pl/oferta/mieszkanie-4-pok-kuchnia-rozklad-legnicka-ID4coJq"
"Mieszkanie 3-pok | Parking | Nowa Papiernia","Krzyki","5500","3","95","+ czynsz: 1500 zł/miesiąc","/pl/oferta/mieszkanie-3-pok-parking-nowa-papiernia-ID4cvSc"
"3-pok | Balkon| Pełen Rozkład | koło Dolmedu","Stare Miasto","3500","3","67","+ czynsz: 730 zł/miesiąc","/pl/oferta/3-pok-balkon-pelen-rozklad-kolo-dolmedu-ID4fEZ9"
"Mieszkanie 3-pok | Winda | Rozkład | Traugutta","Krzyki","3300","3","73","+ czynsz: 1500 zł/miesiąc","/pl/oferta/mieszkanie-3-pok-winda-rozklad-traugutta-ID4i8uS"
"Mieszkanie 2-pok | Parking | Winda | Grabiszyńska","Fabryczna","2750","2","44","+ czynsz: 600 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-parking-winda-grabiszynska-ID3Vp7K"
"Apartament 3-pok | Garaż| na zielonym Borku","Krzyki","4500","3","105","+ czynsz: 1650 zł/miesiąc","/pl/oferta/apartament-3-pok-garaz-na-zielonym-borku-ID30WJk"
"nowe – Świętokrzyska 37/16b - bez pośredników","Śródmieście","2899","2","49.58","+ czynsz: 446 zł/miesiąc","/pl/oferta/nowe-swietokrzyska-37-16b-bez-posrednikow-ID4kIvp"
"Kawalerka | Balkon | Rynek","Stare Miasto","2500","1","25","+ czynsz: poszukaj w opisie","/pl/oferta/kawalerka-balkon-rynek-ID3yc0L"
"Mieszkanie 2-pok | Garaż | Balkon | Legnicka","Stare Miasto","2500","2","45","+ czynsz: 850 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-garaz-balkon-legnicka-ID3lgSk"
"Mieszkanie 2-pok| Parking X 2| Balkon| Gwiaździsta","Krzyki","4200","2","50","+ czynsz: 750 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-parking-x-2-balkon-gwiazdzista-ID4jqQt"
"Mieszkanie 2-pok | Parking | Rogowska","Fabryczna","2800","2","45","+ czynsz: 700 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-parking-rogowska-ID4iQjd"
"Mieszkanie 2-pok | Winda | Nowe | Długa","Stare Miasto","3000","2","43","+ czynsz: 400 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-winda-nowe-dluga-ID4koN8"
"Apartament 2-pok| komórka| balkon|Ogród botaniczny","Śródmieście","3500","2","53","+ czynsz: 500 zł/miesiąc","/pl/oferta/apartament-2-pok-komorka-balkon-ogrod-botaniczny-ID4kv2Y"
